detail,position,sportsman_id,uuid
left back,defender,SM307752051,d16f0aeb-92bb-4d13-9b03-3c3535cbfa7b
"",goalkeeper,SM319944542,4ab87ece-2f48-4d63-af7e-8abab5d63766
"",goalkeeper,SM912715963,69b7cf2b-3778-4859-bf2a-8899e01e4185
"",goalkeeper,SM451333812,232da111-1ed3-4170-8f01-c051b632ba14
right half,midfied,SM209943415,ac03b3fd-7c00-47ac-9c66-81210c6bcb85
centre half,midfied,SM891324580,0bf98b2f-aff6-4470-9793-c81a5ce41867
left half,midfied,SM824699561,985aee3d-6e1b-4f8d-a6c4-4b9d0c8eebad
right half,midfied,SM260773875,bb5c38ff-48f2-4cd5-b5c0-27360591a378
right half,midfied,SM610887821,113a0da8-71af-46cf-87c7-71fba4af6518
centre half,midfied,SM104747574,00891993-aacc-45d6-9335-a7d7fb9474f8
defensive midfielde,midfied,SM743874790,d6ca2359-620b-4b0a-9cf0-0041b65042a1
left half,midfied,SM183128755,3f066852-1696-462c-8c74-457d7e20d576
defensive midfielde,midfied,SM556262698,420e94e6-b623-4845-9630-1aca10a7cdcc
right half,midfied,SM757615501,8bf70753-6708-4acd-b451-9bac4a6b247f
centre forward,striker,SM588294828,6af80635-9312-4626-a1ff-bda70a36880e
wing forward,striker,SM322115649,ac72dd52-9fe1-49bb-a713-c0968eed4441
centre forward,striker,SM162521007,1dafe844-db03-48c4-a3c1-bad6ba361e01
wing forward,striker,SM649649400,0e222c2d-8311-4b79-b621-d36a57cded10
centre forward,striker,SM907073102,68b5afc8-c4a5-4362-b0ce-44ceeb3a5d20
centre forward,striker,SM128165878,9c6d89bc-2874-4df9-822a-e4c5c018943a
centre back,defender,SM340172744,d582052a-6bcd-4a7d-afe5-d7a353dbed69
left back,defender,SM541397356,4d70e761-f5ec-4abe-a98d-d04781b0f2d7
centre back,defender,SM345418585,e257ade6-beab-4f98-8cf3-5814b143e86b
right back,defender,SM282555059,c5728349-dc8f-4a48-ab35-ff2f44e966c7
centre back,defender,SM151275384,45eb46c0-55f7-4bcf-9dcb-6a58a63981a7
right back,defender,SM811387049,899f9095-93d1-4629-ad96-5f77db026b82
right back,defender,SM275772226,f5079fe9-b7bd-459a-86ac-53a3314b0b1a
left back,defender,SM931598763,181548a9-713c-40a1-92fb-42861eb8b45a
left back,defender,SM674837138,a589d344-bf2e-42c9-8df3-d7d6b5b82c50
"",goalkeeper,SM675158281,eeaa9609-90a3-4ce6-8ca1-732241a607cc
"",goalkeeper,SM692800847,e33a3b27-5c8d-4588-adc0-b945066b129b
centre half,midfied,SM968483236,178d1d29-bbd9-401f-a883-45631ae2bb18
defensive midfielde,midfied,SM283498369,5a65dac0-20f5-41a9-baef-beaeed9c1034
defensive midfielde,midfied,SM938910578,51fab151-6c91-4256-b7b6-282a261d108e
defensive midfielde,midfied,SM373590615,b2986a07-8e79-4ee8-89a6-c8644a6e1d5e
right half,midfied,SM596857913,f6ae806a-2dde-48b7-976b-4c394a038bd9
attack midfield,midfied,SM140689547,143c18d2-b0bc-4c58-a978-a0b1a6366d93
defensive midfielde,midfied,SM562233540,a34a5613-53bc-4dc6-a952-b55d0dc0b3d3
defensive midfielde,midfied,SM170584486,3178843e-cbb8-4cb5-9e71-63f3cf0751a5
centre half,midfied,SM860393707,43120b47-7f02-4f7a-86d1-0738f166a948
centre forward,striker,SM962861748,48f4ad6e-f8a4-4471-994e-beab439687dd
wing forward,striker,SM961227433,4a829084-dd2e-4d9e-a0b8-45808252f09b
wing forward,striker,SM362555655,328c7d9a-9f10-4330-a2b0-8bcb5f4f2706
wing forward,striker,SM719497552,80eb379d-4cc1-4b53-83de-0427a74efdb0
centre forward,striker,SM676534190,7d0a992c-ef4d-402b-9a64-72c9eee99f98
right back,defender,SM146074373,c2760fac-386b-4d43-adaa-1ecac39a482d
right back,defender,SM276064273,0f194edc-04db-4121-9a74-e5e9da184526
centre back,defender,SM151034214,39bdb8ba-8621-4fe2-a797-aa65d751d82b
left back,defender,SM938564185,2be0e22a-dfd0-4be8-b139-e6b0648df666
right back,defender,SM894502529,1905ccb8-cbd6-4f45-b483-f196bf7a351a
centre back,defender,SM808740559,99f1ce24-d804-498c-9b57-9b8dc48f1520
centre back,defender,SM960457382,12861a9c-4402-4b60-9394-099b4be05d1f
centre back,defender,SM920751445,5dc49247-8c87-4e9c-972b-f389bf0d83b8
centre back,defender,SM358331618,d83cf033-7b5f-43fa-8627-1486fd317cd0
"",goalkeeper,SM214813507,30b862e3-814a-4aaf-8800-bf8bd3fa5565
"",goalkeeper,SM137378170,d1fbf5f8-84b4-4a5f-b139-1ce211513e30
attack midfield,midfied,SM367912448,422ced3c-3fd7-4671-a37c-42c8aa2dbcfc
centre half,midfied,SM180917305,2224d820-f6b9-466d-a0cd-67ec47f0d783
defensive midfielde,midfied,SM691416960,fc61575c-da93-48b4-910f-9cc6d65f083f
left half,midfied,SM406940047,9585bbeb-fc77-4916-a6f7-ce04ff7808bc
centre half,midfied,SM876916645,4b874d34-0869-49eb-b334-7dfa022295cf
centre half,midfied,SM799726645,dd80acf8-fead-48a5-b93d-ad66707c7ce7
right half,midfied,SM244591705,037bcdcd-e198-44ac-9352-f721068df227
right half,midfied,SM138529802,a5d66027-c847-44e3-b172-dac334540ce7
right half,midfied,SM283049572,65c2681b-4fa1-4454-a6b5-f588d17ccd5f
centre forward,striker,SM203538081,971215c4-4c2e-46dd-bf48-fb6d2404812c
wing forward,striker,SM113707807,dfa868bb-b230-47e0-8441-4b5d17f3b952
wing forward,striker,SM215671082,b2282555-0c2c-44f3-914d-76d3c858051c
wing forward,striker,SM383606505,e1f8207b-b1c0-4c20-ba12-4815582d1840
centre forward,striker,SM440832346,44127505-1750-4e10-a00a-0358582814e8
centre back,defender,SM962233859,5ca89abe-d481-487f-9b84-2df7bb732fc7
right back,defender,SM551446140,4e111846-fadd-4cab-929a-1f84dbf9ac7c
right back,defender,SM906263522,0e2a376c-891c-49c4-9eff-24dd1a2039e9
left back,defender,SM572197019,4e1d0b48-937c-4e92-8ef7-4dd20ff3e2c4
centre back,defender,SM229648231,a8939f34-b9d7-4401-85d4-8d93679913d7
right back,defender,SM571892536,a4ac03cf-6306-4cc7-bb20-f41db496fb69
left back,defender,SM173606065,2bfdac09-3d3d-4e4f-ab3d-b20214224289
centre back,defender,SM826287846,22d7344a-c915-450e-a509-6df59b3087d6
centre back,defender,SM366353305,34e1d31c-f929-4da2-97da-cbbb857f7117
right back,defender,SM627009756,8b3c3b21-2246-4662-8ea4-79f701281b53
"",goalkeeper,SM907195595,b6be1ab5-0778-45ec-b375-52eca7e0bf8f
"",goalkeeper,SM237236157,c98fd371-86d2-45b5-8c92-8b8b72c993f1
"",goalkeeper,SM300750358,f9527a16-d8bc-4698-a433-0d870dcb2809
defensive midfielde,midfied,SM198146337,3cae0918-a445-414f-a7ab-9d2ce62aa5ad
defensive midfielde,midfied,SM199688827,d0843181-bbd1-41f2-82c4-5d9eec89fafa
right half,midfied,SM559402456,b6489eda-4d2c-4a40-8824-44e3f70c2f4d
attack midfield,midfied,SM779845297,e3e6933f-2ecf-4636-96b0-ca6be8f22ab3
left half,midfied,SM435902009,ce92e97d-98bc-4fa2-a9eb-5d59807f63f8
left half,midfied,SM842573999,a436587c-8f74-4cc7-be26-7a9dd3428da9
right half,midfied,SM450499449,eb560fa1-00a4-4466-a8c2-5524a3dee5f5
attack midfield,midfied,SM960506475,7dfd15e2-7018-4f56-b6ca-f16769db2664
left half,midfied,SM489430305,8fce424a-795d-4576-94d0-4254f6f5bc6d
centre half,midfied,SM104366201,7b908363-c9e0-48c7-85ce-0f8ce170653d
centre forward,striker,SM436987344,cb58e616-2970-4f2b-b393-00bfd2210dd1
centre forward,striker,SM272347711,0fdf56f9-769a-4cb4-9962-fa62ee77274a
centre forward,striker,SM183354813,e2588265-07ab-4a0c-9e18-4415bccaf726
centre forward,striker,SM129050380,e143a626-aa35-4542-b7c9-b8a349320755
centre forward,striker,SM819874315,f7af973b-0bc5-4db2-b317-8c24cebb27dd
wing forward,striker,SM903277983,e86ad5a7-54b1-4fbd-baa3-7f27058b759a
right back,defender,SM152439446,816bf82c-fe81-4358-a165-da48c0948195
left back,defender,SM608833255,b002daa4-4bc1-4f67-bdbc-17833e67b402
left back,defender,SM661642410,10c13bf8-2a1e-4019-81e9-eb32c12384b6
right back,defender,SM925883424,9692050b-c048-478e-b678-9f44b4a3a9c5
left back,defender,SM744910514,a26612f5-d4b3-4292-9f59-8829543395d7
right back,defender,SM173563505,20e6961c-e58d-4558-9305-2c3d74a89e7c
centre back,defender,SM464588547,1599d794-d940-40f5-b724-09537d101626
centre back,defender,SM835105290,5faf33a2-1238-4baa-9feb-fe0b1ff93b72
centre back,defender,SM173519123,fc9cd6e8-ebe9-4cb1-ae45-47fb73c421f9
centre back,defender,SM958957790,7023cfc3-1934-4c87-b746-6224fc516895
"",goalkeeper,SM119649098,347f68b5-ae3c-49c4-bf34-546cb526e7d8
"",goalkeeper,SM111594335,1c25a630-72bb-44b3-ab5c-144d16146eaf
attack midfield,midfied,SM631597905,98d8d33c-fe2e-4511-917a-7d4e423e23d9
attack midfield,midfied,SM818350060,fcee56d1-282a-44aa-995a-82b60274d796
right half,midfied,SM608432939,09382377-6285-46ce-9bb7-47f07ce9144b
centre half,midfied,SM394119715,27e11b62-c043-4916-9151-5789e503a0e4
left half,midfied,SM521325395,cda357e3-7cd2-47fd-9e6a-91f58cc86ced
defensive midfielde,midfied,SM800039998,81368a27-0fb0-4daf-b11f-b277777913d0
centre half,midfied,SM336830699,2d453051-6d60-4f3c-94dd-5a44ed8593e4
left half,midfied,SM837294820,753c14f4-1e6d-49c4-b7d6-ea75e5fbb7be
defensive midfielde,midfied,SM516990869,7e894daf-3d02-4827-a368-a02822983312
centre half,midfied,SM599006541,1d9ad957-3d42-45db-a6b0-ca07989535c5
wing forward,striker,SM273945287,868ec529-36ec-49e2-b0d1-709b9c483b48
wing forward,striker,SM410765421,38d25944-b754-46c1-8f5c-542e93bf357c
wing forward,striker,SM730707086,245a79a8-8be4-4932-99d4-4603fda4af48
centre forward,striker,SM752200847,a3d7b043-0e08-42c3-a12f-8d92e1b01b07
wing forward,striker,SM827537618,60a8ddfe-8886-4edc-ba73-7fd9e812b901
right back,defender,SM602640227,b24bb321-21f5-4cf5-b320-44e4e6620a68
centre back,defender,SM660165731,45be9898-53c3-4558-807e-03679f6c18d2
centre back,defender,SM284671550,edf3bd5a-5550-46e7-8607-2e93136088be
right back,defender,SM207253071,1e541808-acf9-42a9-afa4-9098f86809d3
centre back,defender,SM617263145,99d8cf8e-6643-4558-be55-69274ea0755d
left back,defender,SM827155127,326cd329-d673-46a1-bf8f-bd9fea9768cd
right back,defender,SM443412492,883cec62-72a0-45e3-859f-0382771a33c9
right back,defender,SM861050127,1ec69ac8-4ad4-43e5-b5da-588b508efa8e
centre back,defender,SM387250455,0bcb8e4f-6f44-4e7c-bdc7-f412cdad122c
centre back,defender,SM391998860,32cdbd2f-68f4-482b-946e-d5eac6606728
"",goalkeeper,SM177017993,e5c213fb-27fb-4ea3-9c1d-56f6beb7a08a
"",goalkeeper,SM821108253,a1ade76f-f972-477d-ba55-c8024368bfc8
"",goalkeeper,SM548806602,ef4291de-39f6-4409-9f39-d2052e727ca7
centre half,midfied,SM296828342,5702b7ea-ce72-4494-9f65-5063e5ded99a
attack midfield,midfied,SM447422848,d6a1e9bc-a30a-4f68-9c40-f2a49ed5f637
defensive midfielde,midfied,SM736677006,869cce42-d93b-4684-9a88-108758dd21f5
defensive midfielde,midfied,SM567652630,53602a7f-84cb-47d2-88c2-304081aa297e
defensive midfielde,midfied,SM958605016,b7c7f823-e56d-49e9-86f0-b52394bc2867
centre half,midfied,SM245773546,afe5f767-27c4-42a1-8865-ab7fe806f510
centre half,midfied,SM441633086,b793896b-a9fe-4e81-8d12-33184eb5046f
defensive midfielde,midfied,SM863597583,950af231-8f67-44fc-a1ba-8bdb45b70e95
defensive midfielde,midfied,SM224971150,2a511153-f4c6-43c1-97d9-571fed2b1887
right half,midfied,SM387008657,e24abce8-1ea2-432e-a863-e23bae3c26df
centre forward,striker,SM884559235,0a521d1a-0138-414d-9a08-fc8ebe6d8ee5
centre forward,striker,SM904010214,7620ddc1-8f49-4ba2-8d58-23e39e9c795e
centre forward,striker,SM542097158,5b1abcf9-aa6c-4793-96d6-db85fb71d03a
centre forward,striker,SM701199084,31d75ceb-23e0-448f-94f0-8357f74a416c
centre forward,striker,SM703485231,31b24598-a69d-46f0-a146-50bca5ece7b0
wing forward,striker,SM379086298,e28a8ec9-9930-4135-9562-b88d4e33beb8
left back,defender,SM167372052,114b97f3-27f0-4a39-b1b0-1f958a207068
centre back,defender,SM298723799,2e91136e-0965-4828-98f7-7eaf91548668
centre back,defender,SM116856638,2aa04492-c80a-4a28-aefb-2c2d63552d7c
left back,defender,SM444760987,1e14d14d-b42b-414c-9452-3d5a19c8683a
centre back,defender,SM705923363,69cafac7-05ea-4379-9b76-5f2a26893850
centre back,defender,SM256328591,171171e6-1b7e-4b1e-accc-74fe055f77aa
centre back,defender,SM436328202,87a2cd0d-78ee-42fe-9c4a-8881fe309288
centre back,defender,SM399814153,94e5b726-a786-403f-affe-88ad39ca518b
left back,defender,SM588071613,ac132bb7-f5bf-4a2e-a35f-b4ce9d252dc7
"",goalkeeper,SM506501003,4b2c0502-bf0c-4b75-8082-e1f854d72cfd
"",goalkeeper,SM479069905,7dec7121-b281-41bf-83ba-8e95e22e990a
defensive midfielde,midfied,SM828903109,469bdda4-1910-4bab-97c2-9cf4d2a39f0d
defensive midfielde,midfied,SM431670843,4d37a584-43f5-4f1c-b8db-8d11d1d52b55
defensive midfielde,midfied,SM865326973,47e6b444-8f76-416c-9ae5-6099e5d71abc
centre half,midfied,SM738551738,e8c576c5-06f4-4443-9c43-33fb0c09edbb
centre half,midfied,SM118487071,48b46dcc-21c2-47f6-a512-3db7a7e0c915
attack midfield,midfied,SM176461145,f02c285f-87e5-4fe8-a7c8-b87d6a3d7f57
defensive midfielde,midfied,SM867804299,11cbfe73-8649-4509-93b7-17d292cac1bc
attack midfield,midfied,SM155836899,84c6c44c-671d-499d-8690-01a3140b7b5d
centre half,midfied,SM704059877,38185601-4a76-45d7-926f-dd5379999a21
wing forward,striker,SM256535640,1eb5ea1c-fe16-4659-b335-931f886ec714
centre forward,striker,SM278850273,3c2218c9-e5db-4544-9689-e94ef8a5ac4f
centre forward,striker,SM726050970,a5db9207-f0a4-41c7-b4e7-e8ca20aae85a
centre forward,striker,SM573999750,71151d50-00aa-4cb0-b81a-def1d90d5204
centre forward,striker,SM136953031,8960a7c8-c036-4637-8157-1b45d41c4f04
centre back,defender,SM822217798,2602e5a1-972a-43b4-b55e-23fa1b2c4549
centre back,defender,SM791810076,2462e9b1-c2ad-4bbf-bad4-20169b17f4d2
centre back,defender,SM932567840,3f6d7149-5dae-4c67-99a8-b0b81a7ab88b
right back,defender,SM135992037,3ceb0f6c-e62e-49ef-8bbb-7fcc3db51960
right back,defender,SM183630677,08a763cf-9508-45d0-a88e-bf48e50649a1
centre back,defender,SM106518572,a8775e17-e8aa-4229-b565-a305984e8988
centre back,defender,SM674788020,03fefc1d-0ee5-4335-a31b-895cd72b874e
right back,defender,SM737546703,7f2b7e44-7ebd-4913-bcc3-16c8ea56a1d9
left back,defender,SM646211641,c5ee2c14-77a2-46a4-af00-7e70615345ef
centre back,defender,SM880925589,0483ccdf-5012-4c36-b4e4-3d86eb3763e0
"",goalkeeper,SM933128376,10b99b8e-44fa-41ba-84b5-e4166997de58
"",goalkeeper,SM351885947,c169b161-d55f-4023-9018-f6c395d183c1
"",goalkeeper,SM158177880,5c67e5a1-0202-45ac-983a-85b0f651d359
attack midfield,midfied,SM502637626,f905626b-9df6-4db4-bba2-c0cf251a27c3
attack midfield,midfied,SM720718736,9089a537-0f94-4791-bffa-5bd5d696f0fb
left half,midfied,SM383543333,0b73caac-89e1-4d08-9ed8-7b946432a278
right half,midfied,SM506416380,819ab9c4-40ea-42db-a12c-b029fbdcc9ae
attack midfield,midfied,SM269942368,a89ca3f8-e85f-40dd-ae1f-9a381562c932
centre half,midfied,SM405326301,7d468775-a66a-4d3f-b94b-d18bc554a140
left half,midfied,SM345604251,d669c0c0-5039-4d9d-a9e6-5e0456d7430c
centre half,midfied,SM884689401,07b189a8-262b-4b6a-a03b-d7547f6ad50f
right half,midfied,SM533710692,ceca6a80-baaf-4952-8eea-ae175d12abc2
centre half,midfied,SM708135403,0e3a339e-dd91-4e40-985c-205d4aec0db5
centre forward,striker,SM441803584,0114922c-e69d-454c-8c9f-8a7375fa2817
wing forward,striker,SM220219602,446aa3a4-589c-43a1-878b-c00bc69b2c77
centre forward,striker,SM364596006,acd79609-29c4-458d-8d11-6b193369f34c
wing forward,striker,SM198120055,66183e58-e9b1-47f9-9935-4989bcb2db7f
wing forward,striker,SM134784798,3655fbee-fc63-4b35-b02a-ef0c373ef5d5
wing forward,striker,SM414839781,826167a5-da4d-423d-8873-63686ae11da1
left back,defender,SM716324050,1189bfc3-1d12-41b4-91cb-1a6665961e00
left back,defender,SM196832186,ba36e435-834f-4d8b-839e-3880ffbbf78f
centre back,defender,SM542977902,88a3d2bf-bc49-4e56-bca1-19323ac361c2
right back,defender,SM689657642,68d19470-7698-4d1c-bea8-b64365c90744
left back,defender,SM351062217,e0a52330-95ee-4ce6-b943-46ee9efbbdc2
left back,defender,SM569028178,e5e68a95-34c5-455b-9076-4d67a3a42bbb
left back,defender,SM924454664,d4834bea-ad9c-4c91-926e-872cd8c679b5
centre back,defender,SM305582526,7320a1d8-5e6f-410c-a785-ea1e243c0a8a
right back,defender,SM474821348,fce15af6-b95c-4615-9a4c-4777da8daa4f
right back,defender,SM517795210,c908edba-337d-4810-99ef-6556a0a509a8
"",goalkeeper,SM551751154,c41e8862-6493-4061-80eb-8ba458f6dddf
"",goalkeeper,SM612186765,644dae54-5229-4a93-aa37-69c9da26da76
centre half,midfied,SM892877671,c19a313e-f8a7-4dd7-b955-b154a09af2db
defensive midfielde,midfied,SM969721810,f1c28695-87e3-418e-b42d-ff5b332144bc
defensive midfielde,midfied,SM193611996,ec79eecc-36a7-4e67-95c6-ad68b907190f
right half,midfied,SM496664922,b06016d3-8f97-4149-a6fa-25322efd8627
attack midfield,midfied,SM720561627,b5dbc822-1b87-40dd-b4be-230051ffefa4
defensive midfielde,midfied,SM817820041,bbeeef27-241c-4563-b074-e8910246849a
centre half,midfied,SM341302222,21769b11-115a-4c3f-bf16-d98914c80faf
centre half,midfied,SM936533898,6a53e2d8-2d01-4c10-9262-bdc28b44037a
centre half,midfied,SM933856337,6420e3bb-3d7e-4b4d-ae39-9c95dfe5c47a
left half,midfied,SM474699822,bcb89b4a-b2eb-412c-bd01-3c1e2fe7ce6b
wing forward,striker,SM343565512,997f104e-08de-432c-b05d-827d20da764b
centre forward,striker,SM217973234,b91a3d1f-b519-4f65-86c9-9b7ebe522ebe
centre forward,striker,SM783881757,79ac4b43-b1c4-441a-83f2-44ea779bb05d
centre forward,striker,SM169146642,4a56ea70-c42f-4803-b5b4-28ea5fe9e40f
centre forward,striker,SM453646481,d73f2823-b67b-4aa5-837a-53fb1f57c23f
centre back,defender,SM534201201,73a36ebb-8afe-4258-a5ad-48624badc425
left back,defender,SM523704537,229b8a2e-ead7-45e3-ade8-5576142b434c
right back,defender,SM407249559,b8241684-59c7-44c5-9d42-da81b59155b8
centre back,defender,SM876608362,7d47abe4-44d4-44bb-bb4c-30a77584e0c5
left back,defender,SM849652728,d3755cf5-504f-4aa2-ae76-d1d662829d07
right back,defender,SM236960736,b06c9b1e-bf26-455c-939a-b07b46f3abc6
right back,defender,SM686536245,789a609a-805d-4290-bd89-d7530eabb295
right back,defender,SM372200141,b95e7b1b-6747-456f-a44e-012965d99b3e
right back,defender,SM308064858,76d7ceba-c4ac-4831-bd23-dfd32c03b1d4
left back,defender,SM323864251,131dfc3d-1918-41d0-b103-5de28fd2754d
"",goalkeeper,SM769066868,4465c6b8-30ba-42ba-8d5f-fbded41f2845
"",goalkeeper,SM176891913,d68f4a14-35ea-410b-a669-853d54533364
attack midfield,midfied,SM542393560,787076eb-6516-4432-9db7-ff922a1c47bd
right half,midfied,SM875802961,8c71d611-1d28-4657-8067-0204298bd762
right half,midfied,SM397860651,09025dad-9579-4165-8343-4e72f836ae32
attack midfield,midfied,SM614457825,2da25135-134d-4d97-bd93-e7a511562a7e
right half,midfied,SM448957779,76cdea96-4476-4537-bc2a-8accad4a3fe4
left half,midfied,SM931989139,ceb99213-ad8d-4945-804c-8ac1c4241be5
attack midfield,midfied,SM258218844,b19a04a3-5829-4b46-ba14-bfd8c45405f9
centre half,midfied,SM750204864,eee591cb-67f1-44e6-8d36-a8053b7cb152
attack midfield,midfied,SM187868998,7a127980-49ab-4965-9084-a28fd1f6b23b
attack midfield,midfied,SM899199617,7f0dd942-1d0a-4dea-91f6-d1cc5ca67dd4
centre forward,striker,SM486580711,3161e286-ea67-41d5-bd16-8a3d40c4bf72
wing forward,striker,SM752723022,ad550555-aa74-48f2-ad39-d797be4648ee
centre forward,striker,SM291258140,797bb19d-ae36-4dd8-9a67-b0feccac288a
wing forward,striker,SM684263362,eb06a763-b550-45c6-aece-a359a62e727b
centre forward,striker,SM501236288,50545648-2614-4a35-8a65-ba3229f9eb67
centre back,defender,SM119482735,024da99b-29a2-4282-bd08-1bdbb6c87b0d
left back,defender,SM165404411,72ee2579-2961-4a3d-a269-8ba00a3bdebd
left back,defender,SM802389561,af5df7af-586d-480a-9151-82b7ad98405a
left back,defender,SM489380188,73f11602-dad7-42e6-8ec1-3248d86eb971
right back,defender,SM769090887,3bd7da7a-6af4-4cb8-a45f-af61fcdd4994
left back,defender,SM116813860,2fd2c5d5-74b9-4b05-9e27-bdff974ded0e
centre back,defender,SM434708972,9fea41cd-3397-4fe4-8c5b-de297315bf91
centre back,defender,SM401440155,1d6ffc7b-dce3-47eb-9ff7-488a08976339
right back,defender,SM428678743,6bf7bd07-9ef2-451d-a133-982eb314c77b
"",goalkeeper,SM281931767,90a9e54d-2c8a-4cdb-9775-820d10249ab6
"",goalkeeper,SM867127007,cb8f791c-0e57-4376-b693-e5922afb18e0
attack midfield,midfied,SM205453020,ef1935e3-f28a-450a-b15c-25a1ed430c20
left half,midfied,SM403729431,effa2f39-8cc3-4a76-bf63-869e46fa3974
attack midfield,midfied,SM890675760,09ec0f41-b31c-45e8-9f81-bf813c25c584
right half,midfied,SM426754305,5b86c912-bb85-4536-98c9-c67c5e270879
left half,midfied,SM188715526,445b01c4-15ec-42a1-8e5f-ca65d9820b15
centre half,midfied,SM586958152,9bdb2dff-c815-4145-bc01-1144481981ba
right half,midfied,SM577384268,8657909b-1d7a-4fbe-a979-ac9915159645
right half,midfied,SM829963128,8aa3188c-70c5-4ca3-b886-bc7caa1a2a9e
defensive midfielde,midfied,SM501754094,6caffc46-cd1f-49fd-a5bb-803f692fcded
centre forward,striker,SM118760264,47867ab5-06fb-4fce-a9ab-787058baa01a
centre forward,striker,SM530832326,c9d5c52e-f381-452c-b835-bb74200eff4b
centre forward,striker,SM652436722,d26db943-1e2e-4731-b0a3-5681480388a7
centre forward,striker,SM552298108,50550d21-9d66-4386-8cfa-b9e2d7dedbc4
centre forward,striker,SM780165446,5dfc48db-d011-455d-b5d3-a79c06496b7a
centre back,defender,SM619198594,2a339efa-ed56-42c7-9170-b91bbbdceb03
centre back,defender,SM487136077,df4b17ed-60f4-44ff-9232-ce3e7460e573
right back,defender,SM406735333,e4acc44c-237b-4799-8d33-3887fbaa78b5
centre back,defender,SM172257488,0e826840-54b7-4dc1-9a2f-c39606a15a17
right back,defender,SM966749240,880e79d4-1515-4d60-b7cb-2f6c8a41ecba
left back,defender,SM811279773,7192d18e-8234-4036-9d91-62e1d04e7b0c
centre back,defender,SM520606362,0e2bbcda-33ad-460d-81ee-ef101e77ea4a
centre back,defender,SM918586078,44c9480f-dbdf-43b4-b29b-2d7e3a499a70
left back,defender,SM708690509,228ea13d-1a3a-4b01-aa1a-aef18ffd873b
right back,defender,SM402644531,ac2f5849-f312-43b4-b22d-ef483b87103e
"",goalkeeper,SM311390400,34b91122-8f26-4997-b528-bb2f34b8fe2b
"",goalkeeper,SM723000477,91bbee56-f6b9-43a6-9094-26ed474b81c1
"",goalkeeper,SM569295173,a0eeac27-d0fc-46b7-82cd-7025593942c5
centre half,midfied,SM648543783,eceb3603-2b32-4140-a850-cea3a0afce3f
left half,midfied,SM784857910,c98307bb-b8d1-4a70-9c81-4bb4a782a54f
left half,midfied,SM238139823,1c2d44a8-a1e3-42cf-a7d2-00acd870c680
right half,midfied,SM275606576,92ccb9e8-2274-4d84-abf0-8f68d5b936e9
defensive midfielde,midfied,SM940587696,d9b8ff3a-52b8-44c0-a376-8bad418f1bec
defensive midfielde,midfied,SM518879574,e53ba46f-d4db-414f-8dd9-e4a97c4d64fe
right half,midfied,SM863572931,b2a9b2f8-2cd8-44f6-927c-632fa6113afe
left half,midfied,SM967604234,f5630fb1-0a03-42a8-ac6b-0f08c8b7eb08
attack midfield,midfied,SM794527516,c84d0ef8-6e37-4dfc-8742-f996ab0407b6
defensive midfielde,midfied,SM562840908,14d2d378-e52b-4d03-8a0c-4acdabf4bfe4
wing forward,striker,SM112036281,0c2ca3bd-5ad0-44e5-bb7e-b41f2c51366d
wing forward,striker,SM891335993,f4809c31-8448-4dd6-8392-d72db344ddf8
wing forward,striker,SM510094275,d9ccf96f-17f9-4be9-a763-aeaad9ff2776
centre forward,striker,SM144282081,4ada554b-3258-43cf-810c-7399c12ab1e4
wing forward,striker,SM951783352,af4975b4-b41d-4b32-8118-dc9418c6f0d9
wing forward,striker,SM186722867,fc43fd66-92ea-4396-8849-e5668fd816bf
right back,defender,SM135961514,19f1fa3b-3ce4-450d-9c67-175c5ba38ae7
centre back,defender,SM671376117,841b03e6-cd86-42be-b345-73209bbc72da
centre back,defender,SM380035961,97d425c4-4430-443e-99b4-de1b492e35d7
centre back,defender,SM178074172,f10cab77-dc9b-45a2-a5a8-53ae8326563e
left back,defender,SM258383160,296d6e22-5c8c-43f1-b65e-60f1f08947c9
left back,defender,SM632161350,ece93ab8-385f-4523-87d2-e5ec9955059e
right back,defender,SM852891927,0b15cc7c-127d-4d7c-b39a-3e61b282e875
left back,defender,SM100810606,58253c17-67cc-4f0b-8b82-43d66ae938e2
centre back,defender,SM839301164,b605c35d-76a1-4b59-86d8-db83ea32c085
left back,defender,SM554728283,39a438fb-e71f-4723-abda-199100455fee
"",goalkeeper,SM248088251,4a13a149-ff6d-435b-939f-3bab4ca26265
"",goalkeeper,SM759104417,5306f995-6a42-4a00-be16-ca305302a6e2
"",goalkeeper,SM678182822,22d8db28-97c3-4a0b-b1a0-6187300783ca
attack midfield,midfied,SM196260628,75faabb9-1ba0-4d67-ac1d-b0585d2da584
left half,midfied,SM344849675,8b45322c-9f48-42f3-9757-d48689a694b3
defensive midfielde,midfied,SM161803226,f549d88b-8860-4c4e-b354-b096e94515dd
left half,midfied,SM909994050,552590cf-bbc8-42ff-b4e0-8dcce2e9a24c
defensive midfielde,midfied,SM801000507,976fb933-cde0-4c82-a3ec-53db359590ad
left half,midfied,SM202378957,8c5c73c7-41a7-4dc9-8ed6-78f9110feabf
right half,midfied,SM415785643,3b3471a1-c83d-4f12-864a-207c68e4ec4c
attack midfield,midfied,SM978743295,d85a4bd3-4348-413e-9c43-90abd33f5df0
defensive midfielde,midfied,SM385986120,79e878a6-f00f-4c05-b3c0-5650219bac5c
left half,midfied,SM975058624,26e79e1e-99df-420e-adc0-bab8c07596ed
wing forward,striker,SM588364198,049db491-d802-4129-8412-808a455a8443
